estaba,1818295,VERB,3PS;INFLECTED_FORM
dijo,1544326,VERB,3PS;INFLECTED_FORM;PAST
vida,1538245,NOUN,SINGULAR
tiempo,1498128,NOUN,SINGULAR
bien,1402837,ADVERB,ADJECTIVE,NOUN,SINGULAR
puede,1396264,INTERJECTION,VERB,3PS;FORM_OF;IMP;INFLECTED_FORM
parte,1232035,NOUN,VERB,3PS;FORM_OF;IMP;INFLECTED_FORM;SINGULAR
hacer,1151301,VERB,NOUN,SINGULAR
antes,1050485,ADVERB,PREPOSITION,NOUN,PLURAL
tiene,1035686,VERB,3PS;INFLECTED_FORM
forma,1016330,NOUN,VERB,3PS;FORM_OF;IMP;INFLECTED_FORM;SINGULAR
casa,1016302,NOUN,VERB,3PS;FORM_OF;IMP;INFLECTED_FORM;SINGULAR
siempre,1012426,ADVERB,
momento,1009983,NOUN,SINGULAR
solo,991741,ADJECTIVE,ADVERB,
hombre,914301,NOUN,INTERJECTION,SINGULAR
sido,911559,PARTICIPLE,
menos,907485,ADVERB,DETERMINER,PREPOSITION,CONJUNCTION,NOUN,SINGULAR
mundo,896597,NOUN,SINGULAR
tanto,894956,DETERMINER,ADVERB,NOUN,PRONOUN,SINGULAR
lugar,886177,NOUN,SINGULAR
ojos,873562,NOUN,PLURAL
decir,807216,VERB,NOUN,SINGULAR
caso,806420,NOUN,VERB,SINGULAR
ahora,795134,ADVERB,CONJUNCTION,
trabajo,783196,NOUN,VERB,SINGULAR
gran,762663,ADJECTIVE,
cosas,759963,NOUN,VERB,INFLECTED_FORM;PLURAL;SUBJ
manera,758519,NOUN,SINGULAR
hace,752508,VERB,PREPOSITION,3PS;INFLECTED_FORM
mano,743627,NOUN,VERB,SINGULAR
cabeza,712688,NOUN,SINGULAR
tener,693335,VERB,INF
lado,684138,NOUN,SINGULAR
mucho,680792,DETERMINER,ADVERB,PRONOUN,
mujer,665908,NOUN,SINGULAR
mejor,652273,ADJECTIVE,ADVERB,
nunca,645178,ADVERB,
estar,640383,VERB,INF;INFLECTED_FORM;PRES_PART
padre,636839,NOUN,ADJECTIVE,SINGULAR
veces,632141,PREPOSITION,NOUN,VERB,INFLECTED_FORM;PLURAL;SUBJ
nuevo,630684,ADJECTIVE,
noche,620867,NOUN,ADVERB,SINGULAR
mayor,607153,ADJECTIVE,NOUN,SINGULAR
cuerpo,600605,NOUN,SINGULAR
madre,592687,NOUN,SINGULAR
verdad,592209,NOUN,INTERJECTION,SINGULAR
embargo,574397,NOUN,VERB,SINGULAR
pueden,567274,VERB,
primera,564455,NOUN,ADJECTIVE,SINGULAR
eran,561673,VERB,
