table,582035,NOUN,VERB,3PS;FORM_OF;IMP;INFLECTED_FORM;SINGULAR;SUBJ
permet,581051,VERB,3PS;INFLECTED_FORM
prix,573825,NOUN,SINGULAR
sait,573028,VERB,3PS;INFLECTED_FORM
crois,572563,VERB,FORM_OF;IMP;INFLECTED_FORM
livre,568848,NOUN,VERB,3PS;FORM_OF;IMP;INFLECTED_FORM;SINGULAR;SUBJ
groupe,566356,NOUN,SINGULAR
passe,564935,NOUN,VERB,3PS;FORM_OF;IMP;INFLECTED_FORM;SINGULAR;SUBJ
demanda,563744,VERB,3PS;INFLECTED_FORM
salle,562854,NOUN,SINGULAR
objet,562639,NOUN,SINGULAR
matin,561462,NOUN,SINGULAR
action,560701,NOUN,SINGULAR
grands,560598,ADJECTIVE,
mesure,555022,NOUN,VERB,3PS;FORM_OF;IMP;INFLECTED_FORM;SINGULAR;SUBJ
donne,549915,VERB,NOUN,3PS;FORM_OF;IMP;INFLECTED_FORM;SINGULAR;SUBJ
sang,549254,NOUN,SINGULAR
route,548717,NOUN,SINGULAR
allait,540967,VERB,3PS;INFLECTED_FORM
sorte,539664,NOUN,VERB,3PS;INFLECTED_FORM;SINGULAR;SUBJ
fort,539293,ADJECTIVE,ADVERB,NOUN,SINGULAR
service,538817,NOUN,INTERJECTION,SINGULAR
niveau,537818,NOUN,SINGULAR
choix,536414,NOUN,SINGULAR
minutes,536009,NOUN,VERB,INFLECTED_FORM;PLURAL;SUBJ
voulait,528002,VERB,3PS;INFLECTED_FORM
chemin,527633,NOUN,SINGULAR
espace,521817,NOUN,VERB,3PS;FORM_OF;IMP;INFLECTED_FORM;SINGULAR;SUBJ
ayant,519956,PARTICIPLE,NOUN,SINGULAR
vivre,518683,VERB,
ensuite,517051,ADVERB,
retour,512637,NOUN,SINGULAR
silence,512599,NOUN,SINGULAR
venir,510252,VERB,
amis,508994,NOUN,PLURAL
argent,508205,NOUN,SINGULAR
genre,505711,NOUN,ADVERB,INTERJECTION,SINGULAR
demande,505494,NOUN,VERB,3PS;FORM_OF;IMP;INFLECTED_FORM;SINGULAR;SUBJ
envie,504294,NOUN,VERB,3PS;FORM_OF;IMP;INFLECTED_FORM;SINGULAR;SUBJ
type,503311,NOUN,ADJECTIVE,SINGULAR
titre,503160,NOUN,SINGULAR
bois,501781,NOUN,VERB,FORM_OF;IMP;INFLECTED_FORM;SINGULAR
train,496459,NOUN,SINGULAR
bouche,494640,NOUN,VERB,3PS;FORM_OF;IMP;INFLECTED_FORM;SINGULAR;SUBJ
voiture,493340,NOUN,SINGULAR
pense,493262,VERB,3PS;FORM_OF;IMP;INFLECTED_FORM;SUBJ
lettre,491306,NOUN,SINGULAR
pied,490984,NOUN,SINGULAR
trois,488677,NUMERAL,
accord,488627,NOUN,SINGULAR
vite,482894,ADVERB,ADJECTIVE,
abord,482789,NOUN,SINGULAR
valeur,482520,NOUN,SINGULAR
fais,482495,VERB,FORM_OF;IMP;INFLECTED_FORM
cheveux,482433,NOUN,PLURAL
parce,480014,PREPOSITION,
auteur,474962,NOUN,SINGULAR
projet,474149,NOUN,SINGULAR
compris,470276,ADJECTIVE,PARTICIPLE,INTERJECTION,
venait,467810,VERB,3PS;INFLECTED_FORM
centre,464681,NOUN,SINGULAR
juste,464447,ADJECTIVE,NOUN,ADVERB,SINGULAR
instant,463700,ADJECTIVE,NOUN,SINGULAR
chef,463047,NOUN,SINGULAR
savait,456881,VERB,3PS;INFLECTED_FORM
quel,455435,DETERMINER,PRONOUN,
texte,454563,NOUN,SINGULAR
prend,454324,VERB,3PS;INFLECTED_FORM
ciel,453727,NOUN,INTERJECTION,SINGULAR
image,450013,NOUN,VERB,3PS;FORM_OF;IMP;INFLECTED_FORM;SINGULAR;SUBJ
pieds,448190,NOUN,PLURAL
telle,446523,ADJECTIVE,
langue,446515,NOUN,SINGULAR
sortir,445832,VERB,NOUN,SINGULAR
petits,444096,NOUN,ADJECTIVE,PLURAL
penser,443085,VERB,
certain,441833,ADJECTIVE,DETERMINER,
parle,439606,VERB,3PS;FORM_OF;IMP;INFLECTED_FORM;SUBJ
plein,439393,ADJECTIVE,ADVERB,NOUN,PREPOSITION,SINGULAR
affaire,436507,NOUN,SINGULAR
mise,433520,PARTICIPLE,NOUN,VERB,3PS;FORM_OF;IMP;INFLECTED_FORM;SINGULAR;SUBJ
soleil,432420,NOUN,SINGULAR
propos,430896,NOUN,SINGULAR
cadre,430585,NOUN,VERB,3PS;FORM_OF;IMP;INFLECTED_FORM;SINGULAR;SUBJ
terme,428442,NOUN,SINGULAR
vois,426900,VERB,FORM_OF;IMP;INFLECTED_FORM
droits,426489,ADJECTIVE,NOUN,PLURAL
juin,425973,NOUN,SINGULAR
croire,422561,VERB,
rester,419848,VERB,
sociale,418666,ADJECTIVE,
gauche,418560,ADJECTIVE,NOUN,SINGULAR
