have,65338678,VERB,NOUN,SINGULAR
were,49129360,VERB,NOUN,3PS;FORM_OF;INFLECTED_FORM;SINGULAR;SUBJ
would,38975719,VERB,NOUN,INTERJECTION,INF;INFLECTED_FORM;PAST;SINGULAR;SUBJ
been,33563172,VERB,NOUN,FORM_OF;INFLECTED_FORM;PAST_PART;PLURAL
will,32646918,VERB,NOUN,SINGULAR
said,30274492,VERB,ADJECTIVE,DETERMINER,INFLECTED_FORM;PAST_PART
could,29573974,VERB,NOUN,INFLECTED_FORM;PAST_PART;SINGULAR;SUBJ
when,29456611,ADVERB,CONJUNCTION,PRONOUN,NOUN,INTERJECTION,SINGULAR
time,28417722,NOUN,VERB,INTERJECTION,INFLECTED_FORM;SINGULAR;SUBJ
other,27286016,ADJECTIVE,NOUN,DETERMINER,ADVERB,VERB,SINGULAR
also,24357464,ADVERB,CONJUNCTION,
then,20607622,ADVERB,ADJECTIVE,NOUN,CONJUNCTION,SINGULAR
only,19025316,ADJECTIVE,ADVERB,CONJUNCTION,NOUN,PARTICLE,SINGULAR
more,18739475,DETERMINER,ADVERB,PRONOUN,ADJECTIVE,NOUN,VERB,FORM_OF;INFLECTED_FORM;SINGULAR
just,17508782,ADJECTIVE,ADVERB,INTERJECTION,NOUN,VERB,IMP;INFLECTED_FORM;SINGULAR
such,17046615,DETERMINER,PRONOUN,NOUN,SINGULAR
people,16890986,NOUN,VERB,PLURAL
know,16883756,VERB,NOUN,PARTICLE,FORM_OF;INFLECTED_FORM;SINGULAR
even,15996240,ADJECTIVE,VERB,ADVERB,NOUN,SINGULAR
should,15961427,VERB,NOUN,INFLECTED_FORM;SINGULAR;SUBJ
where,15489318,ADVERB,CONJUNCTION,PRONOUN,NOUN,SINGULAR
made,14399409,NOUN,VERB,INFLECTED_FORM;PAST_PART;SINGULAR
back,14252836,ADJECTIVE,ADVERB,NOUN,VERB,SINGULAR
first,13696732,ADJECTIVE,ADVERB,NOUN,VERB,SINGULAR
here,13513662,ADVERB,ADJECTIVE,NOUN,INTERJECTION,SINGULAR
life,13486854,NOUN,VERB,INTERJECTION,SINGULAR
very,13340575,ADJECTIVE,ADVERB,
many,12971999,DETERMINER,PRONOUN,NOUN,ADJECTIVE,SINGULAR
make,12743335,VERB,NOUN,SINGULAR
well,12154927,ADVERB,ADJECTIVE,INTERJECTION,NOUN,VERB,SINGULAR
good,12064677,ADJECTIVE,INTERJECTION,ADVERB,NOUN,VERB,SINGULAR
being,11960188,VERB,NOUN,CONJUNCTION,INFLECTED_FORM;PRES_PART;SINGULAR
