word,frequency,part_of_speech,tags...
sont,6736921,VERB,HAS_EXAMPLE
bien,5908133,ADJECTIVE
bien,5908133,ADVERB,HAS_EXAMPLE
bien,5908133,NOUN
plus,14199037,ADVERB,HAS_EXAMPLE
plus,14199037,NOUN
plus,14199037,PARTICIPLE
plus,14199037,VERB
avait,7749338,VERB,3PS,INFLECTED_FORM
faire,4758305,VERB,HAS_EXAMPLE
fait,4293968,ADJECTIVE,HAS_EXAMPLE
fait,4293968,NOUN
fait,4293968,PARTICIPLE
fait,4293968,VERB,3PS,INFLECTED_FORM
aussi,4276676,ADVERB,HAS_EXAMPLE
aussi,4276676,CONJUNCTION
peut,4192753,VERB,3PS,INFLECTED_FORM,OBSOLETE
temps,3399032,NOUN,HAS_EXAMPLE
autre,2957346,ADJECTIVE,HAS_EXAMPLE
autre,2957346,PRONOUN
encore,3291215,ADVERB,HAS_EXAMPLE
fois,2811824,NOUN,HAS_EXAMPLE,PLURAL
fois,2811824,PREPOSITION
suis,2805217,VERB,HAS_EXAMPLE,IMP,INFLECTED_FORM
avoir,2696459,NOUN
avoir,2696459,VERB,HAS_EXAMPLE,INF,INFLECTED_FORM,PAST
tout,2635421,ADVERB
tout,2635421,DETERMINER
tout,2635421,NOUN,HAS_EXAMPLE
tout,2635421,PRONOUN
homme,2429097,NOUN,HAS_EXAMPLE
dire,2413345,NOUN
dire,2413345,VERB,HAS_EXAMPLE
alors,2409104,ADVERB
alors,2409104,INTERJECTION,HAS_EXAMPLE
tous,2405727,ADJECTIVE,HAS_EXAMPLE
tous,2405727,PRONOUN,HAS_EXAMPLE
moins,2246342,ADVERB,HAS_EXAMPLE
moins,2246342,NOUN
moins,2246342,PREPOSITION,HAS_EXAMPLE
jamais,2231658,ADVERB,HAS_EXAMPLE
donc,2161666,ADVERB,HAS_EXAMPLE
monde,2129902,ADJECTIVE
monde,2129902,INTERJECTION
monde,2129902,NOUN,HAS_EXAMPLE
yeux,2098306,NOUN,HAS_EXAMPLE,PLURAL
voir,2062090,ADVERB,HAS_EXAMPLE
voir,2062090,VERB,HAS_EXAMPLE
ainsi,1981683,ADVERB,HAS_EXAMPLE
deux,1958821,NUMERAL
autres,1886756,ADJECTIVE
jour,1714907,NOUN
trop,1670729,ADVERB,HAS_EXAMPLE
main,1647974,NOUN
moment,1634728,NOUN,HAS_EXAMPLE
chose,1605162,NOUN
faut,1604917,VERB,3PS,FORM_OF,INFLECTED_FORM
tout,1600365,ADVERB
tout,1600365,DETERMINER
