bemüht,27,PARTICIPLE,VERB,3PS;FORM_OF;IMP;INFLECTED_FORM;PAST_PART;TRANSCLUSION
daneben,27,ADVERB,
höchst,27,ADJECTIVE,ADVERB,PROPER NOUN,TRANSCLUSION
gehöre,27,VERB,NOUN,3PS;FORM_OF;IMP;INFLECTED_FORM;PLURAL;SUBJ;TRANSCLUSION
gelöst,27,PARTICIPLE,ADJECTIVE,TRANSCLUSION
infolge,27,PREPOSITION,
nieder,27,ADJECTIVE,ADVERB,TRANSCLUSION
löste,27,VERB,3PS;FORM_OF;INFLECTED_FORM;PAST;SUBJ;TRANSCLUSION
töten,27,VERB,NOUN,SINGULAR;TRANSCLUSION
gepäck,26,NOUN,SINGULAR;TRANSCLUSION
grün,26,ADJECTIVE,VERB,NOUN,IMP;INFLECTED_FORM;SINGULAR;TRANSCLUSION
haag,26,PROPER NOUN,TRANSCLUSION
kämpfe,26,VERB,NOUN,3PS;FORM_OF;IMP;INFLECTED_FORM;PLURAL;SUBJ;TRANSCLUSION
kulisse,26,NOUN,SINGULAR;TRANSCLUSION
müll,26,NOUN,SINGULAR;TRANSCLUSION
porsche,26,NOUN,PROPER NOUN,SINGULAR;TRANSCLUSION
rezept,26,NOUN,SINGULAR;TRANSCLUSION
sandra,26,PROPER NOUN,TRANSCLUSION
sven,26,PROPER NOUN,TRANSCLUSION
taiwan,26,PROPER NOUN,TRANSCLUSION
torwart,26,NOUN,SINGULAR;TRANSCLUSION
zähler,26,NOUN,SINGULAR;TRANSCLUSION
derart,26,ADVERB,
derart,26,ADVERB,
führe,26,VERB,3PS;INFLECTED_FORM;PAST;SUBJ
spürt,26,VERB,3PS;FORM_OF;IMP;INFLECTED_FORM
arsenal,25,NOUN,SINGULAR
büros,25,NOUN,PLURAL
köpfe,25,VERB,NOUN,3PS;FORM_OF;IMP;INFLECTED_FORM;PLURAL;SUBJ
kokain,25,NOUN,SINGULAR
norbert,25,PROPER NOUN,
rapper,25,NOUN,SINGULAR
pokal,25,NOUN,SINGULAR
sabine,25,PROPER NOUN,
reuters,25,PROPER NOUN,
unmut,25,NOUN,SINGULAR
vortag,25,NOUN,SINGULAR
durchs,25,CONTRACTION,
mancher,25,PRONOUN,
baumann,24,PROPER NOUN,
berlins,24,PROPER NOUN,
carsten,24,PROPER NOUN,
celsius,24,NOUN,SINGULAR
essener,24,NOUN,SINGULAR
kinos,24,NOUN,PLURAL
marcus,24,PROPER NOUN,
süd,24,NOUN,HAS_EXAMPLE;SINGULAR
tötung,24,NOUN,SINGULAR
gäbe,24,VERB,ADJECTIVE,3PS;INFLECTED_FORM;SUBJ
räumte,24,VERB,NOUN,3PS;FORM_OF;INFLECTED_FORM;PAST;SINGULAR;SUBJ
zügig,24,ADJECTIVE,HAS_EXAMPLE
ärzten,24,NOUN,PLURAL
aachen,23,PROPER NOUN,
absturz,23,NOUN,SINGULAR
albert,23,PROPER NOUN,
brände,23,NOUN,PLURAL
